audio,text
VOICEACTRESS100_309.wav,農園主は、彼らを忙しくさせておくのが好きだったのです。
VOICEACTRESS100_310.wav,御自由にデザートをおとりください。
VOICEACTRESS100_311.wav,冷戦は、ソビエトの崩壊と共に終わった。
VOICEACTRESS100_312.wav,終電に乗るために、駅へ急がなければならない。
VOICEACTRESS100_313.wav,わからないところは赤でしるしを付けて、授業で聞いてください。
VOICEACTRESS100_314.wav,わが国は、エネルギー資源が不足してきた。
VOICEACTRESS100_315.wav,わあわあ泣きながら、小さな女の子は、戸口へ走って行った。
VOICEACTRESS100_316.wav,動悸が激しくなることが、よくあります。
VOICEACTRESS100_317.wav,わずか６ヶ月後に、最初の仕事を止めるとしたら、愚かとは言わないまでも、賢いとは言えない。
VOICEACTRESS100_318.wav,わたしは、手紙で願書を送るよう決めた。
VOICEACTRESS100_319.wav,氷は非常に薄いので、君の体重を支えきれないだろう。
VOICEACTRESS100_320.wav,氷のように冷たい水の中で泳ごうとするなんて、彼も無茶なことをした物だ。
VOICEACTRESS100_321.wav,わざわざ電話をかけてくださらなくてけっこうです。
VOICEACTRESS100_322.wav,公衆の面前に姿を見せなければならないのが、厭だった。
VOICEACTRESS100_323.wav,氷がない、その上、今日はアイスティーを飲むには寒すぎる。
VOICEACTRESS100_324.wav,生計を立てるために、しっかり働きなさい。
VOICEACTRESS100_325.wav,わびをいれるなら、早い方がいいだろう。
VOICEACTRESS100_326.wav,潜水夫は、危険なく真珠を集めることができる。
VOICEACTRESS100_327.wav,眠い時は、コーヒーを飲んで気分転換してごらん。
VOICEACTRESS100_328.wav,眠かったけれども、宿題を終わらすことができた。
VOICEACTRESS100_329.wav,眠くないからと言うだけで、遅くまで起きていてはいけない。
VOICEACTRESS100_330.wav,ぎこちない笑いをした店員が答えた。
VOICEACTRESS100_331.wav,ぎざぎざのかどが、彼のズボンに引っかかって穴を空けた。
VOICEACTRESS100_332.wav,無声子音に、これらの規制を適用することは、適切だと思われる。
VOICEACTRESS100_333.wav,数学と英語では、彼は、クラスの誰にも劣らない。
VOICEACTRESS100_334.wav,お返事が来ないのですが、私のメールが届かなかったのではないかと気になっています。
VOICEACTRESS100_335.wav,眠っている赤ん坊を起こさないように、注意しなさい。
VOICEACTRESS100_336.wav,姫は目を閉じて、横たわっておられた。
VOICEACTRESS100_337.wav,数字を足したり引いたりという面倒臭い仕事も、一旦始めてしまえば、それはそれで、面白さがあるものだよ。
VOICEACTRESS100_338.wav,虎は、消滅しかかっている種族である。
VOICEACTRESS100_339.wav,山岳救助隊は、２４時間、待機している。
VOICEACTRESS100_340.wav,妻を亡くして、彼は、身も世もないほどに悲しんだ。
VOICEACTRESS100_341.wav,済んでしまったことを、ああだこうだ言っても、どうにもならないだろう。
VOICEACTRESS100_342.wav,早急にこの問題について、議論する必要がある。
VOICEACTRESS100_343.wav,昨夜、彼はジェーンと一緒にパーティーに来た。
VOICEACTRESS100_344.wav,免税店では、買い物は一つもしませんでした。
VOICEACTRESS100_345.wav,今日は、いろいろとありがとうございました。
VOICEACTRESS100_346.wav,勇敢に難局に立ち向かい、その結果は、神の審判にまつほかは、包囲から逃れる方法はない。
VOICEACTRESS100_347.wav,頑張れさえすれば、体力や知力がなくても、何でもできるという、一種の精神主義もある。
VOICEACTRESS100_348.wav,ずっと向こうの遠いところに、町の明かりが見えました。
VOICEACTRESS100_349.wav,富の分配は、公平でなければならないと、彼らは言う。
VOICEACTRESS100_350.wav,富は、ただそれだけでは、大したものではない。
VOICEACTRESS100_351.wav,劇のこっけいな場面は、やり過ぎであった。
VOICEACTRESS100_352.wav,劇は、だいたいにおいて、とてもうまくいった。
VOICEACTRESS100_353.wav,地球上の万物は、原子からなっている。
VOICEACTRESS100_354.wav,ずば抜けた着想というのは、往々にして天啓のごとくヒラメクようだ。
VOICEACTRESS100_355.wav,百科事典を買いたいという御関心はありますか。
VOICEACTRESS100_356.wav,ずいぶん長い間、お目にかかりませんでした。
VOICEACTRESS100_357.wav,宣戦布告に至るまでの時期は、このような状況であったと言える。
VOICEACTRESS100_358.wav,十和田湖は、その美しさで有名である。
VOICEACTRESS100_359.wav,雀の涙ほどの給料では、何の役にも立たない。
VOICEACTRESS100_360.wav,みんなが眠ってしまったのがわかった。
VOICEACTRESS100_361.wav,富があっても、彼は満足していない。
VOICEACTRESS100_362.wav,翻訳は、母語をよりよく知るのに役立つ。
VOICEACTRESS100_363.wav,ぶらぶら油を売っていないで、とっとと仕事にもどったらどうなのさ。
VOICEACTRESS100_364.wav,瞬くうちに、テニスボール大の団子が消え去った。
VOICEACTRESS100_365.wav,輸送中に箱が拉げて、中身がとび出した。
VOICEACTRESS100_366.wav,両国の間では、貿易摩擦がいつ生じてもおかしくない。
VOICEACTRESS100_367.wav,塩を回してください、と、彼は私に言った。
VOICEACTRESS100_368.wav,プールで泳いでいる間に、彼女はロッカーの鍵をなくした。
VOICEACTRESS100_369.wav,指を使って食事をすることは、何世紀にもわたって続いてきたばかりでなく、再び広まるかもしれないと信じている学者もいる。
VOICEACTRESS100_370.wav,荒廃のあとを見ると、戦争の意味が、彼にはしみじみと感じられた。
VOICEACTRESS100_371.wav,知恵というものは、単に事実を知っているだけではない。
VOICEACTRESS100_372.wav,ベティがパーティーに来た最初の女の子だった。
VOICEACTRESS100_373.wav,ベッドでの煙草を禁ずる、厳しい規則がある。
VOICEACTRESS100_374.wav,ベニヤ板で十分だとのこと、教えられたとおり、ベニヤ板で作ることにします。
VOICEACTRESS100_375.wav,ベビーシッターは、赤ん坊に歌を歌って寝付かせようとした。
VOICEACTRESS100_376.wav,移転にともない、５月３０日、３１日は、休業いたします。
VOICEACTRESS100_377.wav,道徳的な人は、うそをついたりだましたり、盗んだりしない。
VOICEACTRESS100_378.wav,ベルが鳴ると、すぐに先生が入ってきた。
VOICEACTRESS100_379.wav,昨晩、彼はひょっこり私を訪ねてきた。
VOICEACTRESS100_380.wav,ベンは、知っていることをすべて弁護士に話すことにした。
VOICEACTRESS100_381.wav,ベートーベンは、ピアノのところに行き、それに向かって座り、弾き始める。
VOICEACTRESS100_382.wav,泥は、陶器を作るのに必要な材料です。
VOICEACTRESS100_383.wav,別の段落で、彼はコンマを１つ入れた。
VOICEACTRESS100_384.wav,何回くらい君のペットにえさを与える必要がありますか。
VOICEACTRESS100_385.wav,豚の気持ちがよく解る、食いっぱぐれはないが、飢えている。
VOICEACTRESS100_386.wav,牙もないくせに吠えまくる犬とは違うんだ。
VOICEACTRESS100_387.wav,造られたもので、この方によらずできたものは一つもない。
VOICEACTRESS100_388.wav,地平線の彼方に、日が沈みかけている。
VOICEACTRESS100_389.wav,パターソンの実験では、アウトプットされた物体がデザインされたモデルと、完全に一致するかどうか不明確である。
VOICEACTRESS100_390.wav,パソコンに加え、携帯電話での利用が可能です。
VOICEACTRESS100_391.wav,パズルのここの部分が仕上がらない。
VOICEACTRESS100_392.wav,パジャマ姿のブライアンが、午前中、家で読書している。
VOICEACTRESS100_393.wav,パスポートが見つからなかった時、とてもあせった。
VOICEACTRESS100_394.wav,パシフィック通りに行くには、このバスでいいんでしょうか。
VOICEACTRESS100_395.wav,政界の立候補者は、家庭の価値について議論すべきだ。
VOICEACTRESS100_396.wav,パウエル米国国務長官の来日中、事件は起こった。
VOICEACTRESS100_397.wav,パイプをくわえたその紳士は、有名な評論家です。
VOICEACTRESS100_398.wav,出かける前に、トイレに行かなくていいの。
VOICEACTRESS100_399.wav,扁桃腺がはれている気がするのですが。
VOICEACTRESS100_400.wav,出されたものを食べなくてはいけません。
